PersoonID	Naam	Voornamen	Tussenvoegsels	Achternaam	LP_PersoonURL	LP_PersoonArchiefURL	ArchiefURLStatusCheck-17122019		Geboortedatum	Geboorteplaats	Sterfdatum	Sterfplaats
4129	Niko Koffeman	Niko		Koffeman	https://www.literatuurplein.nl/persdetail?persId=4129	http://web.archive.org/web/20191203213412/https://www.literatuurplein.nl/persdetail?persId=4129	200	Klik	12-05-1958	Maassluis		
4130	Willy Schuyesmans	Willy		Schuyesmans	https://www.literatuurplein.nl/persdetail?persId=4130	http://web.archive.org/web/20191203213428/https://www.literatuurplein.nl/persdetail?persId=4130	200	Klik	11-06-1945	Oostende		
4132	Anne Provoost	Anne		Provoost	https://www.literatuurplein.nl/persdetail?persId=4132	http://web.archive.org/web/20191203213444/https://www.literatuurplein.nl/persdetail?persId=4132	200	Klik	26-07-1964	Poperinge		
4136	Guy Didelez	Guy	 	Didelez	https://www.literatuurplein.nl/detail/persoon/guy-didelez/4136	http://web.archive.org/web/20191129132725/https://www.literatuurplein.nl/detail/persoon/guy-didelez/4136	200	Klik				
4139	Bob Van Laerhoven	Bob		Van Laerhoven	https://www.literatuurplein.nl/persdetail?persId=4139	http://web.archive.org/web/20191203213501/https://www.literatuurplein.nl/persdetail?persId=4139	200	Klik	08-08-1953	Arendonk		
4140	Marie Ndiaye	Marie		Ndiaye	https://www.literatuurplein.nl/persdetail?persId=4140	http://web.archive.org/web/20191203213517/https://www.literatuurplein.nl/persdetail?persId=4140	200	Klik	04-06-1967	Pithiviers		
4142	Anne Cameron	Anne		Cameron	https://www.literatuurplein.nl/persdetail?persId=4142	http://web.archive.org/web/20191203213534/https://www.literatuurplein.nl/persdetail?persId=4142	200	Klik	20-08-1938	Nanaimo		
4148	Colin Dexter	Colin		Dexter	https://www.literatuurplein.nl/persdetail?persId=4148	http://web.archive.org/web/20191203213551/https://www.literatuurplein.nl/persdetail?persId=4148	200	Klik	29-09-1930	Stamford	21-03-2017	Oxford
4161	Phil Bosmans	Phil		Bosmans	https://www.literatuurplein.nl/persdetail?persId=4161	http://web.archive.org/web/20191203213607/https://www.literatuurplein.nl/persdetail?persId=4161	200	Klik	01-07-1922	Gruitrode	17-01-2012	Mortsel
4170	Marita Mathijsen	Marita		Mathijsen	https://www.literatuurplein.nl/persdetail?persId=4170	http://web.archive.org/web/20191203213624/https://www.literatuurplein.nl/persdetail?persId=4170	200	Klik	18-08-1944	Belfeld		
4174	Pat Barker	Pat		Barker	https://www.literatuurplein.nl/persdetail?persId=4174	http://web.archive.org/web/20191203213640/https://www.literatuurplein.nl/persdetail?persId=4174	200	Klik	08-05-1943			
4177	Herman Van Veen	Herman	van	Veen	https://www.literatuurplein.nl/persdetail?persId=4177	http://web.archive.org/web/20191203213656/https://www.literatuurplein.nl/persdetail?persId=4177	200	Klik	14-03-1945	Utrecht		
4182	Emma Brunt	Emma		Brunt	https://www.literatuurplein.nl/persdetail?persId=4182	http://web.archive.org/web/20191203213713/https://www.literatuurplein.nl/persdetail?persId=4182	200	Klik	24-12-1943	Den Haag		
4196	Wiel Kusters	Wiel		Kusters	https://www.literatuurplein.nl/persdetail?persId=4196	http://web.archive.org/web/20191203213729/https://www.literatuurplein.nl/persdetail?persId=4196	200	Klik	01-06-1947	Kerkrade		
4197	Lieneke Frerichs	Lieneke		Frerichs	https://www.literatuurplein.nl/persdetail?persId=4197	http://web.archive.org/web/20191203213746/https://www.literatuurplein.nl/persdetail?persId=4197	200	Klik	06-04-1944	Beverwijk		
4198	Enno Endt	Enno		Endt	https://www.literatuurplein.nl/persdetail?persId=4198	http://web.archive.org/web/20191203213802/https://www.literatuurplein.nl/persdetail?persId=4198	200	Klik	03-12-1923	Enschede	21-04-2007	Edam
4202	Jack Vance	Jack		Vance	https://www.literatuurplein.nl/persdetail?persId=4202	http://web.archive.org/web/20191203213818/https://www.literatuurplein.nl/persdetail?persId=4202	200	Klik	28-08-1916	San Francisco	26-05-2013	Oakland
4206	Jules De Corte	Jules	de	Corte	https://www.literatuurplein.nl/persdetail?persId=4206	http://web.archive.org/web/20191203213835/https://www.literatuurplein.nl/persdetail?persId=4206	200	Klik	29-03-1924	Deurne	16-02-1996	Eindhoven
4212	K. Michel	K.		Michel	https://www.literatuurplein.nl/persdetail?persId=4212	http://web.archive.org/web/20191203213851/https://www.literatuurplein.nl/persdetail?persId=4212	200	Klik	13-08-1958	Tilburg		
4213	L.J. Pieters	L.J.		Pieters	https://www.literatuurplein.nl/persdetail?persId=4213	http://web.archive.org/web/20191203213907/https://www.literatuurplein.nl/persdetail?persId=4213	200	Klik	09-05-1921	Rotterdam	30-10-2008	Rhoon
4214	Martin Van Amerongen	Martin	van	Amerongen	https://www.literatuurplein.nl/persdetail?persId=4214	http://web.archive.org/web/20191203213923/https://www.literatuurplein.nl/persdetail?persId=4214	200	Klik	08-10-1941	Amsterdam	11-05-2002	
4246	Jan Van Coillie	Jan		Van Coillie	https://www.literatuurplein.nl/persdetail?persId=4246	http://web.archive.org/web/20191203213939/https://www.literatuurplein.nl/persdetail?persId=4246	200	Klik	05-01-1957	Tielt		
4250	Bertus Aafjes	Bertus		Aafjes	https://www.literatuurplein.nl/persdetail?persId=4250	http://web.archive.org/web/20191203213957/https://www.literatuurplein.nl/persdetail?persId=4250	200	Klik	05-12-1914		23-04-1993	
4251	Heere Heeresma	Heere		Heeresma	https://www.literatuurplein.nl/persdetail?persId=4251	http://web.archive.org/web/20191203214013/https://www.literatuurplein.nl/persdetail?persId=4251	200	Klik	09-03-1932	Amsterdam	26-06-2011	Laren
4257	Mireille Vroege	Mireille	 	Vroege	https://www.literatuurplein.nl/detail/persoon/mireille-vroege/4257	http://web.archive.org/web/20191129152757/https://www.literatuurplein.nl/detail/persoon/mireille-vroege/4257	200	Klik				
4266	Pascale De Bourgoing	Pascale	de	Bourgoing	https://www.literatuurplein.nl/persdetail?persId=4266	http://web.archive.org/web/20191203214029/https://www.literatuurplein.nl/persdetail?persId=4266	200	Klik	03-04-1953	Calvados		
4273	L.H. Mulder	L.H.		Mulder	https://www.literatuurplein.nl/persdetail?persId=4273	http://web.archive.org/web/20191203214045/https://www.literatuurplein.nl/persdetail?persId=4273	200	Klik	14-11-1934	Groningen	10-10-2016	
4281	Salma Chen	Salma		Chen	https://www.literatuurplein.nl/persdetail?persId=4281	http://web.archive.org/web/20191203214104/https://www.literatuurplein.nl/persdetail?persId=4281	200	Klik	28-01-1954	Gouda		
4283	Willem Oltmans	Willem		Oltmans	https://www.literatuurplein.nl/persdetail?persId=4283	http://web.archive.org/web/20191203214121/https://www.literatuurplein.nl/persdetail?persId=4283	200	Klik	10-06-1925	Huizen	30-09-2004	
4287	Chaja Polak	Chaja		Polak	https://www.literatuurplein.nl/persdetail?persId=4287	http://web.archive.org/web/20191203214138/https://www.literatuurplein.nl/persdetail?persId=4287	200	Klik	01-08-1941	Den Haag		
4290	Maarten Tengbergen	Maarten	 	Tengbergen	https://www.literatuurplein.nl/detail/persoon/maarten-tengbergen/4290	http://web.archive.org/web/20191129145640/https://www.literatuurplein.nl/detail/persoon/maarten-tengbergen/4290	200	Klik				
4300	John Jansen Van Galen	John		Jansen Van Galen	https://www.literatuurplein.nl/persdetail?persId=4300	http://web.archive.org/web/20191203214155/https://www.literatuurplein.nl/persdetail?persId=4300	200	Klik	15-07-1940	Velp		
4309	Bobbie Ann Mason	Bobbie Ann		Mason	https://www.literatuurplein.nl/persdetail?persId=4309	http://web.archive.org/web/20191203214211/https://www.literatuurplein.nl/persdetail?persId=4309	200	Klik	01-05-1942	Mayfield		
4316	Bert Van Riel	Bert	van 	Riel	https://www.literatuurplein.nl/detail/persoon/bert-van-riel/4316	http://web.archive.org/web/20191129122107/https://www.literatuurplein.nl/detail/persoon/bert-van-riel/4316	200	Klik				
4317	Kris Nauwelaerts	Kris		Nauwelaerts	https://www.literatuurplein.nl/persdetail?persId=4317	http://web.archive.org/web/20191203214227/https://www.literatuurplein.nl/persdetail?persId=4317	200	Klik	23-11-1958			
4318	Johanna Kruit	Johanna		Kruit	https://www.literatuurplein.nl/persdetail?persId=4318	http://web.archive.org/web/20191203214243/https://www.literatuurplein.nl/persdetail?persId=4318	200	Klik	14-12-1940	Zoutelande		
4319	Anne Tyler	Anne	 	Tyler	https://www.literatuurplein.nl/detail/persoon/anne-tyler/4319	http://web.archive.org/web/20191129120714/https://www.literatuurplein.nl/detail/persoon/anne-tyler/4319	200	Klik				
4320	Robert Swindells	Robert		Swindells	https://www.literatuurplein.nl/persdetail?persId=4320	http://web.archive.org/web/20191203214301/https://www.literatuurplein.nl/persdetail?persId=4320	200	Klik	20-03-1939	Bradford		
4335	Leopold Vermeiren	Leopold		Vermeiren	https://www.literatuurplein.nl/persdetail?persId=4335	http://web.archive.org/web/20191203214317/https://www.literatuurplein.nl/persdetail?persId=4335	200	Klik	07-04-1914	Deurne	14-12-2005	Mortsel
4339	Marjan Berk	Marjan		Berk	https://www.literatuurplein.nl/persdetail?persId=4339	http://web.archive.org/web/20191203214333/https://www.literatuurplein.nl/persdetail?persId=4339	200	Klik	11-07-1932	Zeist		
4343	Mary Shelley	Mary		Shelley	https://www.literatuurplein.nl/persdetail?persId=4343	http://web.archive.org/web/20191203214350/https://www.literatuurplein.nl/persdetail?persId=4343	200	Klik	29-08-1797	Londen	31-01-1851	
4344	Paulo Coelho	Paulo		Coelho	https://www.literatuurplein.nl/persdetail?persId=4344	http://web.archive.org/web/20191203214406/https://www.literatuurplein.nl/persdetail?persId=4344	200	Klik	24-08-1947	Rio de Janeiro		
4347	Christien Kok	Christien		Kok	https://www.literatuurplein.nl/persdetail?persId=4347	http://web.archive.org/web/20191203214423/https://www.literatuurplein.nl/persdetail?persId=4347	200	Klik	01-09-1949			
4348	Robert Van Gulik	Robert	van	Gulik	https://www.literatuurplein.nl/persdetail?persId=4348	http://web.archive.org/web/20191203214441/https://www.literatuurplein.nl/persdetail?persId=4348	200	Klik	09-08-1910	Zutphen	24-09-1967	Den Haag
4353	Alfred Van Cleef	Alfred	van	Cleef	https://www.literatuurplein.nl/persdetail?persId=4353	http://web.archive.org/web/20191203214458/https://www.literatuurplein.nl/persdetail?persId=4353	200	Klik	11-07-1954			
4361	Wim T. Schippers	Wim T.		Schippers	https://www.literatuurplein.nl/persdetail?persId=4361	http://web.archive.org/web/20191203214515/https://www.literatuurplein.nl/persdetail?persId=4361	200	Klik	01-07-1942	Groningen		
4362	Theo Van Den Boogaard	Theo	van den	Boogaard	https://www.literatuurplein.nl/persdetail?persId=4362	http://web.archive.org/web/20191203214531/https://www.literatuurplein.nl/persdetail?persId=4362	200	Klik	25-03-1948	Castricum		
4369	Marnix Rueb	Marnix		Rueb	https://www.literatuurplein.nl/persdetail?persId=4369	http://web.archive.org/web/20191203214548/https://www.literatuurplein.nl/persdetail?persId=4369	200	Klik	11-04-1955	Den Haag	23-10-2014	Den Haag
4373	Salman Rushdie	Salman		Rushdie	https://www.literatuurplein.nl/persdetail?persId=4373	http://web.archive.org/web/20191203214604/https://www.literatuurplein.nl/persdetail?persId=4373	200	Klik	19-06-1947	Bombay		
4380	Jonathan Kellerman	Jonathan	 	Kellerman	https://www.literatuurplein.nl/detail/persoon/jonathan-kellerman/4380	http://web.archive.org/web/20191129141718/https://www.literatuurplein.nl/detail/persoon/jonathan-kellerman/4380	200	Klik				
4385	Fay Weldon	Fay		Weldon	https://www.literatuurplein.nl/persdetail?persId=4385	http://web.archive.org/web/20191203214620/https://www.literatuurplein.nl/persdetail?persId=4385	200	Klik	22-09-1931	Alvechurch		
4394	Ton Vallen	Ton		Vallen	https://www.literatuurplein.nl/persdetail?persId=4394	http://web.archive.org/web/20191203214637/https://www.literatuurplein.nl/persdetail?persId=4394	200	Klik	1946		04-04-2011	
4396	Michael Foreman	Michael		Foreman	https://www.literatuurplein.nl/persdetail?persId=4396	http://web.archive.org/web/20191203214653/https://www.literatuurplein.nl/persdetail?persId=4396	200	Klik	21-03-1938	Suffolk		
4401	Hergé			Hergé	https://www.literatuurplein.nl/persdetail?persId=4401	http://web.archive.org/web/20191203214711/https://www.literatuurplein.nl/persdetail?persId=4401	200	Klik	22-05-1907	Etterbeek	03-03-1983	Brussel
4412	Rein Bloem	Rein		Bloem	https://www.literatuurplein.nl/persdetail?persId=4412	http://web.archive.org/web/20191203214728/https://www.literatuurplein.nl/persdetail?persId=4412	200	Klik	20-04-1932	Amsterdam	20-07-2008	Amsterdam
4415	J.A. Dautzenberg	J.A.		Dautzenberg	https://www.literatuurplein.nl/persdetail?persId=4415	http://web.archive.org/web/20191203214744/https://www.literatuurplein.nl/persdetail?persId=4415	200	Klik	29-12-1944	Bocholtz	13-12-2009	Nijmegen
4431	Georges Bataille	Georges		Bataille	https://www.literatuurplein.nl/persdetail?persId=4431	http://web.archive.org/web/20191203214801/https://www.literatuurplein.nl/persdetail?persId=4431	200	Klik	10-09-1897	Billon	09-07-1962	Parijs
4433	Roel Bentz Van Den Berg	Roel		Bentz Van Den Berg	https://www.literatuurplein.nl/persdetail?persId=4433	http://web.archive.org/web/20191203214817/https://www.literatuurplein.nl/persdetail?persId=4433	200	Klik	1949			
4436	Sietzo Dijkhuizen	Sietzo		Dijkhuizen	https://www.literatuurplein.nl/persdetail?persId=4436	http://web.archive.org/web/20191203214833/https://www.literatuurplein.nl/persdetail?persId=4436	200	Klik	1931			
4446	Stijn Streuvels	Stijn		Streuvels	https://www.literatuurplein.nl/persdetail?persId=4446	http://web.archive.org/web/20191203214849/https://www.literatuurplein.nl/persdetail?persId=4446	200	Klik	03-10-1871	Heule	15-08-1969	Ingooigem
4450	Sander Kollaard	Sander		Kollaard	https://www.literatuurplein.nl/persdetail?persId=4450	http://web.archive.org/web/20191203214906/https://www.literatuurplein.nl/persdetail?persId=4450	200	Klik	1961	Amstelveen		
4454	Adjiedj Bakas	Adjiedj		Bakas	https://www.literatuurplein.nl/persdetail?persId=4454	http://web.archive.org/web/20191203214922/https://www.literatuurplein.nl/persdetail?persId=4454	200	Klik	1963	Nickerie		
4461	Koos Meinderts	Koos		Meinderts	https://www.literatuurplein.nl/persdetail?persId=4461	http://web.archive.org/web/20191203214939/https://www.literatuurplein.nl/persdetail?persId=4461	200	Klik	20-01-1953	Den Haag		
4478	Elizabeth George	Elizabeth		George	https://www.literatuurplein.nl/persdetail?persId=4478	http://web.archive.org/web/20191203214955/https://www.literatuurplein.nl/persdetail?persId=4478	200	Klik	26-02-1949	Ohio		
4482	Adrie Mesch	Adrie	 	Mesch	https://www.literatuurplein.nl/detail/persoon/adrie-mesch/4482	http://web.archive.org/web/20191129115234/https://www.literatuurplein.nl/detail/persoon/adrie-mesch/4482	200	Klik				
4487	Ernest Hemingway	Ernest		Hemingway	https://www.literatuurplein.nl/persdetail?persId=4487	http://web.archive.org/web/20191203215012/https://www.literatuurplein.nl/persdetail?persId=4487	200	Klik	21-07-1899	Oak Park	02-07-1961	Ketchum
4490	Régine Deforges	Régine		Deforges	https://www.literatuurplein.nl/persdetail?persId=4490	http://web.archive.org/web/20191203215028/https://www.literatuurplein.nl/persdetail?persId=4490	200	Klik	15-08-1935	Montmorillon	03-04-2014	
4494	Leo Wisselink	Leo		Wisselink	https://www.literatuurplein.nl/persdetail?persId=4494	http://web.archive.org/web/20191203215047/https://www.literatuurplein.nl/persdetail?persId=4494	200	Klik	03-12-1950	Dordrecht	13-05-2013	Den Haag
4502	Olivia Goldsmith	Olivia		Goldsmith	https://www.literatuurplein.nl/persdetail?persId=4502	http://web.archive.org/web/20191203215104/https://www.literatuurplein.nl/persdetail?persId=4502	200	Klik	1949	New York City	15-01-2004	New York City
4504	Colin Thubron	Colin		Thubron	https://www.literatuurplein.nl/persdetail?persId=4504	http://web.archive.org/web/20191203215122/https://www.literatuurplein.nl/persdetail?persId=4504	200	Klik	14-06-1939	Londen		
4505	Robert Jordan	Robert		Jordan	https://www.literatuurplein.nl/persdetail?persId=4505	http://web.archive.org/web/20191203215141/https://www.literatuurplein.nl/persdetail?persId=4505	200	Klik	17-10-1948	Charleston	16-09-2007	Charleston
4506	Gemma Van Dalen	Gemma	van 	Dalen	https://www.literatuurplein.nl/detail/persoon/gemma-van-dalen/4506	http://web.archive.org/web/20191129131822/https://www.literatuurplein.nl/detail/persoon/gemma-van-dalen/4506	200	Klik				
4511	Vincent Hunink	Vincent		Hunink	https://www.literatuurplein.nl/persdetail?persId=4511	http://web.archive.org/web/20191203215201/https://www.literatuurplein.nl/persdetail?persId=4511	200	Klik	1962			
4514	Max Van Den Berg	Max	van den	Berg	https://www.literatuurplein.nl/persdetail?persId=4514	http://web.archive.org/web/20191203215217/https://www.literatuurplein.nl/persdetail?persId=4514	200	Klik	22-03-1946	Ammerstol		
4524	Marc Kregting	Marc		Kregting	https://www.literatuurplein.nl/persdetail?persId=4524	http://web.archive.org/web/20191203215234/https://www.literatuurplein.nl/persdetail?persId=4524	200	Klik	20-04-1965	Breda		
4526	Annemarie Hormann	Annemarie	 	Hormann	https://www.literatuurplein.nl/detail/persoon/annemarie-hormann/4526	http://web.archive.org/web/20191129120532/https://www.literatuurplein.nl/detail/persoon/annemarie-hormann/4526	200	Klik				
4552	Lars Norén	Lars		Norén	https://www.literatuurplein.nl/persdetail?persId=4552	http://web.archive.org/web/20191203215250/https://www.literatuurplein.nl/persdetail?persId=4552	200	Klik	09-05-1944			
4564	Marc Verhaegen	Marc		Verhaegen	https://www.literatuurplein.nl/persdetail?persId=4564	http://web.archive.org/web/20191203215307/https://www.literatuurplein.nl/persdetail?persId=4564	200	Klik	05-04-1957	Mortsel		
4565	Rob Leopold	Rob	 	Leopold	https://www.literatuurplein.nl/detail/persoon/rob-leopold/4565	http://web.archive.org/web/20191129164553/https://www.literatuurplein.nl/detail/persoon/rob-leopold/4565	200	Klik				
4566	Elisabeth Cheixaou	Elisabeth		Cheixaou	https://www.literatuurplein.nl/persdetail?persId=4566	http://web.archive.org/web/20191203215325/https://www.literatuurplein.nl/persdetail?persId=4566	200	Klik	08-07-1907		17-07-1997	
4570	Gerard Van Den Boomen	Gerard	van den	Boomen	https://www.literatuurplein.nl/persdetail?persId=4570	http://web.archive.org/web/20191203215341/https://www.literatuurplein.nl/persdetail?persId=4570	200	Klik	29-12-1922	Eindhoven		
