BoekID	LiteratuurpleinURL	LiteratuurpleinArchiefURL	ArchiefURLStatusCheck-07122019	
59935	https://www.literatuurplein.nl/boekdetail.jsp?boekId=59935	http://web.archive.org/web/20191127221513/https://www.literatuurplein.nl/boekdetail?boekId=59935	200	Klik
59962	https://www.literatuurplein.nl/boekdetail.jsp?boekId=59962	http://web.archive.org/web/20191127221535/https://www.literatuurplein.nl/boekdetail?boekId=59962	200	Klik
59970	https://www.literatuurplein.nl/boekdetail.jsp?boekId=59970	http://web.archive.org/web/20191127221549/https://www.literatuurplein.nl/boekdetail?boekId=59970	200	Klik
60155	https://www.literatuurplein.nl/boekdetail.jsp?boekId=60155	http://web.archive.org/web/20191127222040/https://www.literatuurplein.nl/boekdetail?boekId=60155	200	Klik
60310	https://www.literatuurplein.nl/boekdetail.jsp?boekId=60310	http://web.archive.org/web/20191127222412/https://www.literatuurplein.nl/boekdetail?boekId=60310	200	Klik
60314	https://www.literatuurplein.nl/boekdetail.jsp?boekId=60314	http://web.archive.org/web/20191127222420/https://www.literatuurplein.nl/boekdetail?boekId=60314	200	Klik
60314	https://www.literatuurplein.nl/detail/boek/de-originele-porsche-911/60314	http://web.archive.org/web/20191128124011/https://www.literatuurplein.nl/detail/boek/de-originele-porsche-911/60314	200	Klik
60329	https://www.literatuurplein.nl/boekdetail.jsp?boekId=60329	http://web.archive.org/web/20191127222434/https://www.literatuurplein.nl/boekdetail?boekId=60329	200	Klik
60360	https://www.literatuurplein.nl/boekdetail.jsp?boekId=60360	http://web.archive.org/web/20191127222455/https://www.literatuurplein.nl/boekdetail?boekId=60360	200	Klik
60361	https://www.literatuurplein.nl/boekdetail.jsp?boekId=60361	http://web.archive.org/web/20191127222510/https://www.literatuurplein.nl/boekdetail?boekId=60361	200	Klik
60486	https://www.literatuurplein.nl/boekdetail.jsp?boekId=60486	http://web.archive.org/web/20191127222748/https://www.literatuurplein.nl/boekdetail?boekId=60486	200	Klik
60494	https://www.literatuurplein.nl/boekdetail.jsp?boekId=60494	http://web.archive.org/web/20191127222755/https://www.literatuurplein.nl/boekdetail?boekId=60494	200	Klik
60621	https://www.literatuurplein.nl/boekdetail.jsp?boekId=60621	http://web.archive.org/web/20191127222838/https://www.literatuurplein.nl/boekdetail?boekId=60621	200	Klik
60645	https://www.literatuurplein.nl/boekdetail.jsp?boekId=60645	http://web.archive.org/web/20191127222901/https://www.literatuurplein.nl/boekdetail?boekId=60645	200	Klik
60687	https://www.literatuurplein.nl/boekdetail.jsp?boekId=60687	http://web.archive.org/web/20191127222923/https://www.literatuurplein.nl/boekdetail?boekId=60687	200	Klik
60687	https://www.literatuurplein.nl/detail/boek/mijn-eerste-grote-woordenboek/60687	http://web.archive.org/web/20191128171848/https://www.literatuurplein.nl/detail/boek/mijn-eerste-grote-woordenboek/60687	200	Klik
60714	https://www.literatuurplein.nl/detail/boek/methodisch-didactisch-leer-werkplan-voor-het-judo-onderwijs/60714	http://web.archive.org/web/20191128171701/https://www.literatuurplein.nl/detail/boek/methodisch-didactisch-leer-werkplan-voor-het-judo-onderwijs/60714	200	Klik
60798	https://www.literatuurplein.nl/boekdetail.jsp?boekId=60798	http://web.archive.org/web/20191127222937/https://www.literatuurplein.nl/boekdetail?boekId=60798	200	Klik
60807	https://www.literatuurplein.nl/boekdetail.jsp?boekId=60807	http://web.archive.org/web/20191127222944/https://www.literatuurplein.nl/boekdetail?boekId=60807	200	Klik
60823	https://www.literatuurplein.nl/boekdetail.jsp?boekId=60823	http://web.archive.org/web/20191127222951/https://www.literatuurplein.nl/boekdetail?boekId=60823	200	Klik
60923	https://www.literatuurplein.nl/boekdetail.jsp?boekId=60923	http://web.archive.org/web/20191127223204/https://www.literatuurplein.nl/boekdetail?boekId=60923	200	Klik
60941	https://www.literatuurplein.nl/boekdetail.jsp?boekId=60941	http://web.archive.org/web/20191127223225/https://www.literatuurplein.nl/boekdetail?boekId=60941	200	Klik
60986	https://www.literatuurplein.nl/boekdetail.jsp?boekId=60986	http://web.archive.org/web/20191127223246/https://www.literatuurplein.nl/boekdetail?boekId=60986	200	Klik
61018	https://www.literatuurplein.nl/boekdetail.jsp?boekId=61018	http://web.archive.org/web/20191127223253/https://www.literatuurplein.nl/boekdetail?boekId=61018	200	Klik
61061	https://www.literatuurplein.nl/detail/boek/leven-in-metaforen/61061	http://web.archive.org/web/20191128142012/https://www.literatuurplein.nl/detail/boek/leven-in-metaforen/61061	200	Klik
61112	https://www.literatuurplein.nl/boekdetail.jsp?boekId=61112	http://web.archive.org/web/20191127223452/https://www.literatuurplein.nl/boekdetail?boekId=61112	200	Klik
61203	https://www.literatuurplein.nl/boekdetail.jsp?boekId=61203	http://web.archive.org/web/20191127223520/https://www.literatuurplein.nl/boekdetail?boekId=61203	200	Klik
61203	https://www.literatuurplein.nl/detail/boek/prijs-voor-het-leven/61203	http://web.archive.org/web/20191128174615/https://www.literatuurplein.nl/detail/boek/prijs-voor-het-leven/61203	200	Klik
61220	https://www.literatuurplein.nl/boekdetail.jsp?boekId=61220	http://web.archive.org/web/20191127223527/https://www.literatuurplein.nl/boekdetail?boekId=61220	200	Klik
61328	https://www.literatuurplein.nl/boekdetail.jsp?boekId=61328	http://web.archive.org/web/20191127223706/https://www.literatuurplein.nl/boekdetail?boekId=61328	200	Klik
61368	https://www.literatuurplein.nl/boekdetail.jsp?boekId=61368	http://web.archive.org/web/20191127223747/https://www.literatuurplein.nl/boekdetail?boekId=61368	200	Klik
61368	https://www.literatuurplein.nl/detail/boek/handboek-eetbare-paddestoelen-in-europa/61368	http://web.archive.org/web/20191128133119/https://www.literatuurplein.nl/detail/boek/handboek-eetbare-paddestoelen-in-europa/61368	200	Klik
61394	https://www.literatuurplein.nl/detail/boek/stip-giet-nei-pake-en-beppe/61394	http://web.archive.org/web/20191128180106/https://www.literatuurplein.nl/detail/boek/stip-giet-nei-pake-en-beppe/61394	200	Klik
61462	http://www.literatuurplein.nl/boekdetail.jsp?boekId=61462	http://web.archive.org/web/20191127145126/https://literatuurplein.nl/boekdetail?boekId=61462	200	Klik
61462	https://www.literatuurplein.nl/boekdetail.jsp?boekId=61462	http://web.archive.org/web/20191127224001/https://www.literatuurplein.nl/boekdetail?boekId=61462	200	Klik
61476	https://www.literatuurplein.nl/detail/boek/mag-ik-in-jullie-bed-/61476	http://web.archive.org/web/20191128142503/https://www.literatuurplein.nl/detail/boek/mag-ik-in-jullie-bed-/61476	200	Klik
61531	https://www.literatuurplein.nl/boekdetail.jsp?boekId=61531	http://web.archive.org/web/20191127224120/https://www.literatuurplein.nl/boekdetail?boekId=61531	200	Klik
61543	https://www.literatuurplein.nl/boekdetail.jsp?boekId=61543	http://web.archive.org/web/20191127224134/https://www.literatuurplein.nl/boekdetail?boekId=61543	200	Klik
61588	https://www.literatuurplein.nl/boekdetail.jsp?boekId=61588	http://web.archive.org/web/20191127224238/https://www.literatuurplein.nl/boekdetail?boekId=61588	200	Klik
61609	https://www.literatuurplein.nl/boekdetail.jsp?boekId=61609	http://web.archive.org/web/20191127224327/https://www.literatuurplein.nl/boekdetail?boekId=61609	200	Klik
61611	https://www.literatuurplein.nl/boekdetail.jsp?boekId=61611	http://web.archive.org/web/20191127224334/https://www.literatuurplein.nl/boekdetail?boekId=61611	200	Klik
61615	https://www.literatuurplein.nl/boekdetail.jsp?boekId=61615	http://web.archive.org/web/20191127224348/https://www.literatuurplein.nl/boekdetail?boekId=61615	200	Klik
61776	https://www.literatuurplein.nl/boekdetail.jsp?boekId=61776	http://web.archive.org/web/20191127224637/https://www.literatuurplein.nl/boekdetail?boekId=61776	200	Klik
61776	https://www.literatuurplein.nl/detail/boek/oudgrieks-voor-beginners/61776	http://web.archive.org/web/20191128173902/https://www.literatuurplein.nl/detail/boek/oudgrieks-voor-beginners/61776	200	Klik
61783	http://www.literatuurplein.nl/boekdetail.jsp?boekId=61783	http://web.archive.org/web/20191127145344/https://literatuurplein.nl/boekdetail?boekId=61783	200	Klik
61783	https://www.literatuurplein.nl/boekdetail.jsp?boekId=61783	http://web.archive.org/web/20191127224644/https://www.literatuurplein.nl/boekdetail?boekId=61783	200	Klik
61798	https://www.literatuurplein.nl/boekdetail.jsp?boekId=61798	http://web.archive.org/web/20191127224658/https://www.literatuurplein.nl/boekdetail?boekId=61798	200	Klik
61866	https://www.literatuurplein.nl/boekdetail.jsp?boekId=61866	http://web.archive.org/web/20191127224705/https://www.literatuurplein.nl/boekdetail?boekId=61866	200	Klik
62013	https://www.literatuurplein.nl/boekdetail.jsp?boekId=62013	http://web.archive.org/web/20191127224905/https://www.literatuurplein.nl/boekdetail?boekId=62013	200	Klik
62050	https://www.literatuurplein.nl/boekdetail.jsp?boekId=62050	http://web.archive.org/web/20191127224939/https://www.literatuurplein.nl/boekdetail?boekId=62050	200	Klik
62050	https://www.literatuurplein.nl/detail/boek/moorddadige-identiteiten/62050	http://web.archive.org/web/20191128172431/https://www.literatuurplein.nl/detail/boek/moorddadige-identiteiten/62050	200	Klik
62060	https://www.literatuurplein.nl/boekdetail.jsp?boekId=62060	http://web.archive.org/web/20191127224947/https://www.literatuurplein.nl/boekdetail?boekId=62060	200	Klik
62167	https://www.literatuurplein.nl/boekdetail.jsp?boekId=62167	http://web.archive.org/web/20191127225127/https://www.literatuurplein.nl/boekdetail?boekId=62167	200	Klik
62183	https://www.literatuurplein.nl/boekdetail.jsp?boekId=62183	http://web.archive.org/web/20191127225141/https://www.literatuurplein.nl/boekdetail?boekId=62183	200	Klik
62256	http://www.literatuurplein.nl/boekdetail.jsp?boekId=62256	http://web.archive.org/web/20191127145549/https://literatuurplein.nl/boekdetail?boekId=62256	200	Klik
62256	https://www.literatuurplein.nl/boekdetail.jsp?boekId=62256	http://web.archive.org/web/20191127225307/https://www.literatuurplein.nl/boekdetail?boekId=62256	200	Klik
62343	https://www.literatuurplein.nl/boekdetail.jsp?boekId=62343	http://web.archive.org/web/20191127225445/https://www.literatuurplein.nl/boekdetail?boekId=62343	200	Klik
62407	https://www.literatuurplein.nl/boekdetail.jsp?boekId=62407	http://web.archive.org/web/20191127225548/https://www.literatuurplein.nl/boekdetail?boekId=62407	200	Klik
62407	https://www.literatuurplein.nl/detail/boek/wolfskind/62407	http://web.archive.org/web/20191129101117/https://www.literatuurplein.nl/detail/boek/wolfskind/62407	200	Klik
62662	https://www.literatuurplein.nl/boekdetail.jsp?boekId=62662	http://web.archive.org/web/20191130143727/https://www.literatuurplein.nl/boekdetail?boekId=62662	200	Klik
62687	https://www.literatuurplein.nl/boekdetail.jsp?boekId=62687	http://web.archive.org/web/20191127225916/https://www.literatuurplein.nl/boekdetail?boekId=62687	200	Klik
62687	https://www.literatuurplein.nl/detail/boek/amor-ontdekt-aruba/62687	http://web.archive.org/web/20191128081435/https://www.literatuurplein.nl/detail/boek/amor-ontdekt-aruba/62687	200	Klik
62729	https://www.literatuurplein.nl/boekdetail.jsp?boekId=62729	http://web.archive.org/web/20191127230008/https://www.literatuurplein.nl/boekdetail?boekId=62729	200	Klik
62729	https://www.literatuurplein.nl/detail/boek/de-dochters-van-de-zwarte-godin/62729	http://web.archive.org/web/20191128121924/https://www.literatuurplein.nl/detail/boek/de-dochters-van-de-zwarte-godin/62729	200	Klik
62750	https://www.literatuurplein.nl/boekdetail.jsp?boekId=62750	http://web.archive.org/web/20191127230129/https://www.literatuurplein.nl/boekdetail?boekId=62750	200	Klik
62791	https://www.literatuurplein.nl/boekdetail.jsp?boekId=62791	http://web.archive.org/web/20191127230136/https://www.literatuurplein.nl/boekdetail?boekId=62791	200	Klik
62791	https://www.literatuurplein.nl/detail/boek/nine-star-ki/62791	http://web.archive.org/web/20191128172931/https://www.literatuurplein.nl/detail/boek/nine-star-ki/62791	200	Klik
62821	https://www.literatuurplein.nl/boekdetail.jsp?boekId=62821	http://web.archive.org/web/20191127230246/https://www.literatuurplein.nl/boekdetail?boekId=62821	200	Klik
62862	https://www.literatuurplein.nl/boekdetail.jsp?boekId=62862	http://web.archive.org/web/20191127230301/https://www.literatuurplein.nl/boekdetail?boekId=62862	200	Klik
62893	https://www.literatuurplein.nl/boekdetail.jsp?boekId=62893	http://web.archive.org/web/20191127230330/https://www.literatuurplein.nl/boekdetail?boekId=62893	200	Klik
62940	https://www.literatuurplein.nl/boekdetail.jsp?boekId=62940	http://web.archive.org/web/20191127230418/https://www.literatuurplein.nl/boekdetail?boekId=62940	200	Klik
62943	https://www.literatuurplein.nl/boekdetail.jsp?boekId=62943	http://web.archive.org/web/20191127230425/https://www.literatuurplein.nl/boekdetail?boekId=62943	200	Klik
62958	https://www.literatuurplein.nl/boekdetail.jsp?boekId=62958	http://web.archive.org/web/20191127230433/https://www.literatuurplein.nl/boekdetail?boekId=62958	200	Klik
63011	https://www.literatuurplein.nl/boekdetail.jsp?boekId=63011	http://web.archive.org/web/20191127230440/https://www.literatuurplein.nl/boekdetail?boekId=63011	200	Klik
63013	https://www.literatuurplein.nl/boekdetail.jsp?boekId=63013	http://web.archive.org/web/20191127230447/https://www.literatuurplein.nl/boekdetail?boekId=63013	200	Klik
63026	https://www.literatuurplein.nl/boekdetail.jsp?boekId=63026	http://web.archive.org/web/20191127230454/https://www.literatuurplein.nl/boekdetail?boekId=63026	200	Klik
63094	https://www.literatuurplein.nl/boekdetail.jsp?boekId=63094	http://web.archive.org/web/20191127230551/https://www.literatuurplein.nl/boekdetail?boekId=63094	200	Klik
63128	https://www.literatuurplein.nl/boekdetail.jsp?boekId=63128	http://web.archive.org/web/20191127230559/https://www.literatuurplein.nl/boekdetail?boekId=63128	200	Klik
63140	https://www.literatuurplein.nl/boekdetail.jsp?boekId=63140	http://web.archive.org/web/20191127230620/https://www.literatuurplein.nl/boekdetail?boekId=63140	200	Klik
63140	https://www.literatuurplein.nl/detail/boek/gars/63140	http://web.archive.org/web/20191128131940/https://www.literatuurplein.nl/detail/boek/gars/63140	200	Klik
63161	https://www.literatuurplein.nl/boekdetail.jsp?boekId=63161	http://web.archive.org/web/20191127230627/https://www.literatuurplein.nl/boekdetail?boekId=63161	200	Klik
63213	https://www.literatuurplein.nl/boekdetail.jsp?boekId=63213	http://web.archive.org/web/20191127230658/https://www.literatuurplein.nl/boekdetail?boekId=63213	200	Klik
63315	https://www.literatuurplein.nl/boekdetail.jsp?boekId=63315	http://web.archive.org/web/20191127230719/https://www.literatuurplein.nl/boekdetail?boekId=63315	200	Klik
63338	https://www.literatuurplein.nl/boekdetail.jsp?boekId=63338	http://web.archive.org/web/20191127230747/https://www.literatuurplein.nl/boekdetail?boekId=63338	200	Klik
63375	https://www.literatuurplein.nl/boekdetail.jsp?boekId=63375	http://web.archive.org/web/20191127230824/https://www.literatuurplein.nl/boekdetail?boekId=63375	200	Klik
63395	https://www.literatuurplein.nl/detail/boek/kees-en-corien/63395	http://web.archive.org/web/20191128140909/https://www.literatuurplein.nl/detail/boek/kees-en-corien/63395	200	Klik
63513	https://www.literatuurplein.nl/boekdetail.jsp?boekId=63513	http://web.archive.org/web/20191127230831/https://www.literatuurplein.nl/boekdetail?boekId=63513	200	Klik
63576	https://www.literatuurplein.nl/boekdetail.jsp?boekId=63576	http://web.archive.org/web/20191127230911/https://www.literatuurplein.nl/boekdetail?boekId=63576	200	Klik
63586	https://www.literatuurplein.nl/boekdetail.jsp?boekId=63586	http://web.archive.org/web/20191127230918/https://www.literatuurplein.nl/boekdetail?boekId=63586	200	Klik
63587	https://www.literatuurplein.nl/boekdetail.jsp?boekId=63587	http://web.archive.org/web/20191127230925/https://www.literatuurplein.nl/boekdetail?boekId=63587	200	Klik
63594	https://www.literatuurplein.nl/boekdetail.jsp?boekId=63594	http://web.archive.org/web/20191127230932/https://www.literatuurplein.nl/boekdetail?boekId=63594	200	Klik
63623	http://www.literatuurplein.nl/boekdetail.jsp?boekId=63623	http://web.archive.org/web/20191127145942/https://literatuurplein.nl/boekdetail?boekId=63623	200	Klik
63689	https://www.literatuurplein.nl/detail/boek/efteling-droomvlucht-in-fimoklei/63689	http://web.archive.org/web/20191128131136/https://www.literatuurplein.nl/detail/boek/efteling-droomvlucht-in-fimoklei/63689	200	Klik
63705	https://www.literatuurplein.nl/boekdetail.jsp?boekId=63705	http://web.archive.org/web/20191127231047/https://www.literatuurplein.nl/boekdetail?boekId=63705	200	Klik
63705	https://www.literatuurplein.nl/detail/boek/de-zeven-pijlers-van-een-goede-relatie/63705	http://web.archive.org/web/20191128125548/https://www.literatuurplein.nl/detail/boek/de-zeven-pijlers-van-een-goede-relatie/63705	200	Klik
63735	https://www.literatuurplein.nl/boekdetail.jsp?boekId=63735	http://web.archive.org/web/20191127231054/https://www.literatuurplein.nl/boekdetail?boekId=63735	200	Klik
63783	https://www.literatuurplein.nl/boekdetail.jsp?boekId=63783	http://web.archive.org/web/20191127231115/https://www.literatuurplein.nl/boekdetail?boekId=63783	200	Klik
63845	https://www.literatuurplein.nl/boekdetail.jsp?boekId=63845	http://web.archive.org/web/20191127231203/https://www.literatuurplein.nl/boekdetail?boekId=63845	200	Klik
63998	https://www.literatuurplein.nl/detail/boek/villa-mosterd-en-de-wraak-van-graaf-gruwel/63998	http://web.archive.org/web/20191128182040/https://www.literatuurplein.nl/detail/boek/villa-mosterd-en-de-wraak-van-graaf-gruwel/63998	200	Klik
64008	https://www.literatuurplein.nl/boekdetail.jsp?boekId=64008	http://web.archive.org/web/20191127231731/https://www.literatuurplein.nl/boekdetail?boekId=64008	200	Klik
64008	https://www.literatuurplein.nl/detail/boek/haar-op-gekke-plekken/64008	http://web.archive.org/web/20191128133030/https://www.literatuurplein.nl/detail/boek/haar-op-gekke-plekken/64008	200	Klik
64151	https://www.literatuurplein.nl/boekdetail.jsp?boekId=64151	http://web.archive.org/web/20191127231911/https://www.literatuurplein.nl/boekdetail?boekId=64151	200	Klik
64314	https://www.literatuurplein.nl/boekdetail.jsp?boekId=64314	http://web.archive.org/web/20191127232110/https://www.literatuurplein.nl/boekdetail?boekId=64314	200	Klik
64314	https://www.literatuurplein.nl/boekdetail?boekId=64314	http://web.archive.org/web/20191128074240/https://www.literatuurplein.nl/boekdetail?boekId=64314	200	Klik
64314	https://www.literatuurplein.nl/detail/boek/handboek-acupressuur-paarden/64314	http://web.archive.org/web/20191128133100/https://www.literatuurplein.nl/detail/boek/handboek-acupressuur-paarden/64314	200	Klik
64324	https://www.literatuurplein.nl/boekdetail.jsp?boekId=64324	http://web.archive.org/web/20191127232201/https://www.literatuurplein.nl/boekdetail?boekId=64324	200	Klik
64349	https://www.literatuurplein.nl/boekdetail.jsp?boekId=64349	http://web.archive.org/web/20191127232230/https://www.literatuurplein.nl/boekdetail?boekId=64349	200	Klik
64349	https://www.literatuurplein.nl/detail/boek/vertrouw-nooit-een-heks/64349	http://web.archive.org/web/20191128181945/https://www.literatuurplein.nl/detail/boek/vertrouw-nooit-een-heks/64349	200	Klik
64355	https://www.literatuurplein.nl/detail/boek/parcival/64355	http://web.archive.org/web/20191128174110/https://www.literatuurplein.nl/detail/boek/parcival/64355	200	Klik
64368	https://www.literatuurplein.nl/boekdetail.jsp?boekId=64368	http://web.archive.org/web/20191127232250/https://www.literatuurplein.nl/boekdetail?boekId=64368	200	Klik
64372	https://www.literatuurplein.nl/boekdetail.jsp?boekId=64372	http://web.archive.org/web/20191127232257/https://www.literatuurplein.nl/boekdetail?boekId=64372	200	Klik
64372	https://www.literatuurplein.nl/detail/boek/de-bijbel-de-qor-aan-en-de-wetenschap/64372	http://web.archive.org/web/20191128121556/https://www.literatuurplein.nl/detail/boek/de-bijbel-de-qor-aan-en-de-wetenschap/64372	200	Klik
64505	https://www.literatuurplein.nl/boekdetail.jsp?boekId=64505	http://web.archive.org/web/20191127232340/https://www.literatuurplein.nl/boekdetail?boekId=64505	200	Klik
64518	https://www.literatuurplein.nl/boekdetail.jsp?boekId=64518	http://web.archive.org/web/20191127232347/https://www.literatuurplein.nl/boekdetail?boekId=64518	200	Klik
64533	https://www.literatuurplein.nl/boekdetail.jsp?boekId=64533	http://web.archive.org/web/20191127232354/https://www.literatuurplein.nl/boekdetail?boekId=64533	200	Klik
64533	https://www.literatuurplein.nl/detail/boek/hind/64533	http://web.archive.org/web/20191128135401/https://www.literatuurplein.nl/detail/boek/hind/64533	200	Klik
64559	https://www.literatuurplein.nl/boekdetail.jsp?boekId=64559	http://web.archive.org/web/20191127232402/https://www.literatuurplein.nl/boekdetail?boekId=64559	200	Klik
64581	https://www.literatuurplein.nl/boekdetail.jsp?boekId=64581	http://web.archive.org/web/20191127232409/https://www.literatuurplein.nl/boekdetail?boekId=64581	200	Klik
64585	https://www.literatuurplein.nl/boekdetail.jsp?boekId=64585	http://web.archive.org/web/20191127232415/https://www.literatuurplein.nl/boekdetail?boekId=64585	200	Klik
64585	https://www.literatuurplein.nl/detail/boek/tranen-over-johannesburg/64585	http://web.archive.org/web/20191128180912/https://www.literatuurplein.nl/detail/boek/tranen-over-johannesburg/64585	200	Klik
64623	https://www.literatuurplein.nl/boekdetail.jsp?boekId=64623	http://web.archive.org/web/20191127232422/https://www.literatuurplein.nl/boekdetail?boekId=64623	200	Klik
64640	https://www.literatuurplein.nl/detail/boek/handgemaakte-herenschoenen/64640	http://web.archive.org/web/20191128133254/https://www.literatuurplein.nl/detail/boek/handgemaakte-herenschoenen/64640	200	Klik
64658	https://www.literatuurplein.nl/boekdetail.jsp?boekId=64658	http://web.archive.org/web/20191127232436/https://www.literatuurplein.nl/boekdetail?boekId=64658	200	Klik
64705	http://www.literatuurplein.nl/boekdetail.jsp?boekId=64705	http://web.archive.org/web/20191127150529/https://literatuurplein.nl/boekdetail?boekId=64705	200	Klik
64749	https://www.literatuurplein.nl/boekdetail.jsp?boekId=64749	http://web.archive.org/web/20191127232539/https://www.literatuurplein.nl/boekdetail?boekId=64749	200	Klik
64761	https://www.literatuurplein.nl/boekdetail.jsp?boekId=64761	http://web.archive.org/web/20191127232553/https://www.literatuurplein.nl/boekdetail?boekId=64761	200	Klik
64922	http://www.literatuurplein.nl/boekdetail.jsp?boekId=64922	http://web.archive.org/web/20191127150537/https://literatuurplein.nl/boekdetail?boekId=64922	200	Klik
64922	https://www.literatuurplein.nl/boekdetail.jsp?boekId=64922	http://web.archive.org/web/20191127232614/https://www.literatuurplein.nl/boekdetail?boekId=64922	200	Klik
65034	http://www.literatuurplein.nl/boekdetail.jsp?boekId=65034	http://web.archive.org/web/20191127150545/https://literatuurplein.nl/boekdetail?boekId=65034	200	Klik
65063	https://www.literatuurplein.nl/boekdetail.jsp?boekId=65063	http://web.archive.org/web/20191127232628/https://www.literatuurplein.nl/boekdetail?boekId=65063	200	Klik
65096	https://www.literatuurplein.nl/boekdetail.jsp?boekId=65096	http://web.archive.org/web/20191127232634/https://www.literatuurplein.nl/boekdetail?boekId=65096	200	Klik
65130	https://www.literatuurplein.nl/boekdetail.jsp?boekId=65130	http://web.archive.org/web/20191127232641/https://www.literatuurplein.nl/boekdetail?boekId=65130	200	Klik
65139	https://www.literatuurplein.nl/boekdetail.jsp?boekId=65139	http://web.archive.org/web/20191127232648/https://www.literatuurplein.nl/boekdetail?boekId=65139	200	Klik
65211	https://www.literatuurplein.nl/boekdetail.jsp?boekId=65211	http://web.archive.org/web/20191127232726/https://www.literatuurplein.nl/boekdetail?boekId=65211	200	Klik
65415	http://www.literatuurplein.nl/boekdetail.jsp?boekId=65415	http://web.archive.org/web/20191127150655/https://literatuurplein.nl/boekdetail?boekId=65415	200	Klik
65435	http://www.literatuurplein.nl/boekdetail.jsp?boekId=65435	http://web.archive.org/web/20191127150703/https://literatuurplein.nl/boekdetail?boekId=65435	200	Klik
65435	https://www.literatuurplein.nl/boekdetail.jsp?boekId=65435	http://web.archive.org/web/20191127232941/https://www.literatuurplein.nl/boekdetail?boekId=65435	200	Klik
65460	https://www.literatuurplein.nl/boekdetail.jsp?boekId=65460	http://web.archive.org/web/20191127233002/https://www.literatuurplein.nl/boekdetail?boekId=65460	200	Klik
65460	https://www.literatuurplein.nl/boekdetail?boekId=65460	http://web.archive.org/web/20191128074258/https://www.literatuurplein.nl/boekdetail?boekId=65460	200	Klik
65460	https://www.literatuurplein.nl/detail/boek/de-hemelbrug/65460	http://web.archive.org/web/20191128122736/https://www.literatuurplein.nl/detail/boek/de-hemelbrug/65460	200	Klik
65587	https://www.literatuurplein.nl/boekdetail.jsp?boekId=65587	http://web.archive.org/web/20191127233149/https://www.literatuurplein.nl/boekdetail?boekId=65587	200	Klik
65680	https://www.literatuurplein.nl/boekdetail.jsp?boekId=65680	http://web.archive.org/web/20191127233321/https://www.literatuurplein.nl/boekdetail?boekId=65680	200	Klik
65710	https://www.literatuurplein.nl/boekdetail.jsp?boekId=65710	http://web.archive.org/web/20191127233350/https://www.literatuurplein.nl/boekdetail?boekId=65710	200	Klik
65711	https://www.literatuurplein.nl/boekdetail.jsp?boekId=65711	http://web.archive.org/web/20191127233357/https://www.literatuurplein.nl/boekdetail?boekId=65711	200	Klik
65714	http://www.literatuurplein.nl/boekdetail.jsp?boekId=65714	http://web.archive.org/web/20191127150748/https://literatuurplein.nl/boekdetail?boekId=65714	200	Klik
65800	https://www.literatuurplein.nl/boekdetail.jsp?boekId=65800	http://web.archive.org/web/20191127233554/https://www.literatuurplein.nl/boekdetail?boekId=65800	200	Klik
65800	https://www.literatuurplein.nl/detail/boek/conceptie-verbinden-zwangerschap-vormen-geboorte-loslaten/65800	http://web.archive.org/web/20191128120836/https://www.literatuurplein.nl/detail/boek/conceptie-verbinden-zwangerschap-vormen-geboorte-loslaten/65800	200	Klik
65866	https://www.literatuurplein.nl/boekdetail.jsp?boekId=65866	http://web.archive.org/web/20191127233746/https://www.literatuurplein.nl/boekdetail?boekId=65866	200	Klik
65875	https://www.literatuurplein.nl/boekdetail.jsp?boekId=65875	http://web.archive.org/web/20191127233753/https://www.literatuurplein.nl/boekdetail?boekId=65875	200	Klik
65951	https://www.literatuurplein.nl/boekdetail.jsp?boekId=65951	http://web.archive.org/web/20191127233912/https://www.literatuurplein.nl/boekdetail?boekId=65951	200	Klik
66002	https://www.literatuurplein.nl/boekdetail.jsp?boekId=66002	http://web.archive.org/web/20191127233926/https://www.literatuurplein.nl/boekdetail?boekId=66002	200	Klik
66004	http://www.literatuurplein.nl/boekdetail.jsp?boekId=66004	http://web.archive.org/web/20191127150956/https://literatuurplein.nl/boekdetail?boekId=66004	200	Klik
66137	https://www.literatuurplein.nl/boekdetail.jsp?boekId=66137	http://web.archive.org/web/20191127234016/https://www.literatuurplein.nl/boekdetail?boekId=66137	200	Klik
66150	https://www.literatuurplein.nl/boekdetail.jsp?boekId=66150	http://web.archive.org/web/20191127234023/https://www.literatuurplein.nl/boekdetail?boekId=66150	200	Klik
66338	https://www.literatuurplein.nl/boekdetail.jsp?boekId=66338	http://web.archive.org/web/20191127234119/https://www.literatuurplein.nl/boekdetail?boekId=66338	200	Klik
66349	http://www.literatuurplein.nl/boekdetail.jsp?boekId=66349	http://web.archive.org/web/20191127151044/https://literatuurplein.nl/boekdetail?boekId=66349	200	Klik
66401	https://www.literatuurplein.nl/detail/boek/valentino-de-kikker/66401	http://web.archive.org/web/20191128181409/https://www.literatuurplein.nl/detail/boek/valentino-de-kikker/66401	200	Klik
66442	https://www.literatuurplein.nl/boekdetail.jsp?boekId=66442	http://web.archive.org/web/20191127234201/https://www.literatuurplein.nl/boekdetail?boekId=66442	200	Klik
66473	https://www.literatuurplein.nl/boekdetail.jsp?boekId=66473	http://web.archive.org/web/20191127234207/https://www.literatuurplein.nl/boekdetail?boekId=66473	200	Klik
66514	https://www.literatuurplein.nl/boekdetail.jsp?boekId=66514	http://web.archive.org/web/20191127234236/https://www.literatuurplein.nl/boekdetail?boekId=66514	200	Klik
